Mod:Item:MetaData, Localized Name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, Скрытый красный провод
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, Скрытый повторитель красного камня
galacticraftcore:concealed_detector, Детектор игроков
galacticraftcore:platform, Гидравлическая платформа
galacticraftcore:emergency_box:0, Спасательная станция
galacticraftcore:emergency_box:1, Спасательная станция (с Самоспасателем)
galacticraftcore:grating, Решётка
galacticraftcore:rocket_t1:0, Ракета 1-го уровня
galacticraftcore:rocket_t1:1, Ракета 1-го уровня
galacticraftcore:rocket_t1:2, Ракета 1-го уровня
galacticraftcore:rocket_t1:3, Ракета 1-го уровня
galacticraftcore:rocket_t1:4, Ракета 1-го уровня
galacticraftcore:oxygen_mask, Кислородная маска
galacticraftcore:oxygen_gear, Кислородное оборудование
galacticraftcore:oxygen_tank_light_full, Малый кислородный баллон
galacticraftcore:oxygen_tank_med_full, Средний кислородный баллон
galacticraftcore:oxygen_tank_heavy_full, Большой кислородный баллон
galacticraftcore:infinite_oxygen, Бесконечный кислородный баллон
galacticraftcore:sensor_lens, Сенсорные линзы
galacticraftcore:sensor_glasses, Очки с сенсорами
galacticraftcore:standard_wrench, Обычный гаечный ключ
galacticraftcore:steel_pickaxe, Стальная кирка
galacticraftcore:steel_axe, Стальной топор
galacticraftcore:steel_hoe, Стальная мотыга
galacticraftcore:steel_shovel, Стальная лопата
galacticraftcore:steel_sword, Стальной меч
galacticraftcore:steel_helmet, Стальной шлем
galacticraftcore:steel_chestplate, Стальной нагрудник
galacticraftcore:steel_leggings, Стальные поножи
galacticraftcore:steel_boots, Стальные ботинки
galacticraftcore:canister:0, Оловянная канистра
galacticraftcore:canister:1, Медная канистра
galacticraftcore:air_vent, Вентиляционный клапан
galacticraftcore:air_fan, Вентилятор
galacticraftcore:oxygen_concentrator, Кислородный концентратор
galacticraftcore:engine:0, Ракетный двигатель 1-го уровня
galacticraftcore:engine:1, Ускоритель 1-го уровня
galacticraftcore:heavy_plating, Сверхпрочная пластина
galacticraftcore:nose_cone, Головной обтекатель
galacticraftcore:rocket_fins, Ракетный стабилизатор
galacticraftcore:steel_pole, Стальной шест
galacticraftcore:canvas, Холст
galacticraftcore:oil_canister_partial:1001, Пустая жидкостная канистра
galacticraftcore:oil_canister_partial:1, Полная канистра нефти
galacticraftcore:fuel_canister_partial:1, Полная канистра топлива
galacticraftcore:schematic:0, Схема для верстака NASA
galacticraftcore:schematic:1, Схема для верстака NASA
galacticraftcore:key:0, Ключ от подземелья 1-го уровня
galacticraftcore:buggymat:0, Колесо багги
galacticraftcore:buggymat:1, Сиденье багги
galacticraftcore:buggymat:2, Контейнер багги
galacticraftcore:buggy, Багги
galacticraftcore:basic_item:0, Одиночный солнечный модуль
galacticraftcore:basic_item:1, Целая солнечная панель
galacticraftcore:basic_item:2, Неочищенный кремний
galacticraftcore:basic_item:3, Медный слиток
galacticraftcore:basic_item:4, Оловянный слиток
galacticraftcore:basic_item:5, Алюминиевый слиток
galacticraftcore:basic_item:6, Сжатая медь
galacticraftcore:basic_item:7, Сжатое олово
galacticraftcore:basic_item:8, Сжатый алюминий
galacticraftcore:basic_item:9, Сжатая сталь
galacticraftcore:basic_item:10, Сжатая бронза
galacticraftcore:basic_item:11, Сжатое железо
galacticraftcore:basic_item:12, Синяя солнечная полупроводниковая пластина
galacticraftcore:basic_item:13, Основная полупроводниковая пластина
galacticraftcore:basic_item:14, Улучшенная полупроводниковая пластина
galacticraftcore:basic_item:19, Частотный модуль
galacticraftcore:basic_item:20, Тепловой контроллер
galacticraftcore:food:0, Консервированная еда
galacticraftcore:food:1, Консервированная еда
galacticraftcore:food:2, Консервированная еда
galacticraftcore:food:3, Консервированная еда
galacticraftcore:food:9, Говяжья тушёнка
galacticraftcore:food:4, Ломтик сыра
galacticraftcore:food:5, Булочка для бургера
galacticraftcore:food:6, Говяжий фарш
galacticraftcore:food:7, Говяжья котлета
galacticraftcore:food:8, Чизбургер
galacticraftcore:battery, Аккумулятор
galacticraftcore:infinite_battery, Бесконечный аккумулятор
galacticraftcore:meteor_chunk:0, Бросаемый метеоритный кусок
galacticraftcore:meteor_chunk:1, Бросаемый метеоритный кусок
galacticraftcore:cheese_curd, Сырок
galacticraftcore:meteoric_iron_raw, Необработанное метеоритное железо
galacticraftcore:item_basic_moon:0, Слиток метеоритного железа
galacticraftcore:item_basic_moon:1, Сжатое метеоритное железо
galacticraftcore:item_basic_moon:2, Лунный сапфир
galacticraftcore:flag, Флаг
galacticraftcore:parachute:0, Парашют
galacticraftcore:parachute:1, Чёрный парашют
galacticraftcore:parachute:2, Голубой парашют
galacticraftcore:parachute:3, Лаймовый парашют
galacticraftcore:parachute:4, Коричневый парашют
galacticraftcore:parachute:5, Синий парашют
galacticraftcore:parachute:6, Серый парашют
galacticraftcore:parachute:7, Зелёный парашют
galacticraftcore:parachute:8, Светло-серый парашют
galacticraftcore:parachute:9, Пурпурный парашют
galacticraftcore:parachute:10, Оранжевый парашют
galacticraftcore:parachute:11, Розовый парашют
galacticraftcore:parachute:12, Фиолетовый парашют
galacticraftcore:parachute:13, Красный парашют
galacticraftcore:parachute:14, Бирюзовый парашют
galacticraftcore:parachute:15, Жёлтый парашют
galacticraftcore:prelaunch_checklist, Предполётная подготовка
galacticraftcore:dungeonfinder, Локатор сокровищниц
galacticraftcore:emergency_kit, Космический самоспасатель
galacticraftcore:ic2compat, item.ic2compat.name
galacticraftplanets:sludge, Бактериальный осадок
galacticraftplanets:bucket_sludge, Ведро бактериального осадка
galacticraftplanets:treasure_t2, Сундук с сокровищами 2-го уровня
galacticraftplanets:mars:0, Медная руда
galacticraftplanets:mars:1, Оловянная руда
galacticraftplanets:mars:2, Руда деш
galacticraftplanets:mars:3, Железная руда
galacticraftplanets:mars:4, Марсианский булыжник
galacticraftplanets:mars:5, Марсианский мелкодисперсный реголит
galacticraftplanets:mars:6, Марсианский реголит
galacticraftplanets:mars:7, Кирпич марсианской сокровищницы
galacticraftplanets:mars:8, Блок деш
galacticraftplanets:mars:9, Марсианский камень
galacticraftplanets:cavern_vines, Пещерные лианы
galacticraftplanets:slimeling_egg:0, Красное яйцо Слаймлинга
galacticraftplanets:slimeling_egg:1, Синее яйцо Слаймлинга
galacticraftplanets:slimeling_egg:2, Желтое яйцо Слаймлинга
galacticraftplanets:creeper_egg, Яйцо крипера
galacticraftplanets:mars_machine:0, Терраформер
galacticraftplanets:mars_machine:4, Криогенная камера
galacticraftplanets:mars_machine:8, Контроллер запуска
galacticraftplanets:mars_machine_t2:0, Сжижитель газа
galacticraftplanets:mars_machine_t2:4, Синтезатор метана
galacticraftplanets:mars_machine_t2:8, Электролизёр воды
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Ступеньки из марсианского булыжника
galacticraftplanets:mars_stairs_brick, Ступеньки из кирпича марсианской сокровищницы
galacticraftplanets:carbon_fragments, Раздробленный уголь
galacticraftplanets:item_basic_mars:0, Необработанная деш
galacticraftplanets:item_basic_mars:1, Палка из деш
galacticraftplanets:item_basic_mars:2, Слиток деш
galacticraftplanets:item_basic_mars:3, Сверхпрочная пластина
galacticraftplanets:item_basic_mars:4, Сумка слаймлинга
galacticraftplanets:item_basic_mars:5, Сжатая деш
galacticraftplanets:item_basic_mars:6, Жидкостный манипулятор
galacticraftplanets:desh_pick, Кирка из деш
galacticraftplanets:desh_pick_slime, Липкая кирка из деш
galacticraftplanets:desh_axe, Топор из рабочего сплава
galacticraftplanets:desh_hoe, Мотыга из рабочего рплава
galacticraftplanets:desh_spade, Лопата из деш
galacticraftplanets:desh_sword, Меч из рабочего сплава
galacticraftplanets:desh_helmet, Шлем из деш
galacticraftplanets:desh_chestplate, Кираса из деш
galacticraftplanets:desh_leggings, Поножи из деш
galacticraftplanets:desh_boots, Ботинки из деш
galacticraftplanets:rocket_t2:0, Ракета 2-го уровня
galacticraftplanets:rocket_t2:1, Ракета 2-го уровня
galacticraftplanets:rocket_t2:2, Ракета 2-го уровня
galacticraftplanets:rocket_t2:3, Ракета 2-го уровня
galacticraftplanets:rocket_t2:4, Ракета 2-го уровня
galacticraftplanets:rocket_t2:11, Грузовая ракета
galacticraftplanets:rocket_t2:12, Грузовая ракета
galacticraftplanets:rocket_t2:13, Грузовая ракета
galacticraftplanets:rocket_t2:14, Грузовая ракета
galacticraftplanets:key:0, Ключ от подземелья 2-го уровня
galacticraftplanets:schematic:0, Схема для верстака NASA
galacticraftplanets:schematic:1, Схема для верстака NASA
galacticraftplanets:schematic:2, Схема для верстака NASA
galacticraftplanets:asteroids_block:0, Астероидный камень
galacticraftplanets:asteroids_block:1, Астероидный камень
galacticraftplanets:asteroids_block:2, Астероидный камень
galacticraftplanets:asteroids_block:3, Алюминиевая руда
galacticraftplanets:asteroids_block:4, Ильменитовая руда
galacticraftplanets:asteroids_block:5, Железная руда
galacticraftplanets:asteroids_block:6, Тёмный декоративный блок
galacticraftplanets:asteroids_block:7, Титановый блок
galacticraftplanets:walkway:0, Дорожка
galacticraftplanets:walkway:1, Дорожка
galacticraftplanets:walkway:2, Дорожка
galacticraftplanets:beam_reflector, Лучевой отражатель энергии
galacticraftplanets:beam_receiver, Лучевой приёмник энергии
galacticraftplanets:telepad_short, Короткодистанционный телепорт
galacticraftplanets:dense_ice, Плотный лёд
galacticraftplanets:miner_base, Основание астрономического шахтёра
galacticraftplanets:grapple, Крюк
galacticraftplanets:rocket_t3:0, Ракета 3-го уровня
galacticraftplanets:rocket_t3:1, Ракета 3-го уровня
galacticraftplanets:rocket_t3:2, Ракета 3-го уровня
galacticraftplanets:rocket_t3:3, Ракета 3-го уровня
galacticraftplanets:rocket_t3:4, Ракета 3-го уровня
galacticraftplanets:astro_miner, Астрономический шахтёр
galacticraftplanets:thermal_padding:0, Теплоизолирующий шлем
galacticraftplanets:thermal_padding:1, Теплоизолирующая кираса
galacticraftplanets:thermal_padding:2, Теплоизолирующие поножи
galacticraftplanets:thermal_padding:3, Теплоизолирующие ботинки
galacticraftplanets:item_basic_asteroids:0, Титановый слиток
galacticraftplanets:item_basic_asteroids:1, Прочный ракетный двигатель
galacticraftplanets:item_basic_asteroids:2, Прочный ракетный стабилизатор
galacticraftplanets:item_basic_asteroids:3, Железный осколок
galacticraftplanets:item_basic_asteroids:4, Титановый осколок
galacticraftplanets:item_basic_asteroids:5, Сверхпрочная пластина
galacticraftplanets:item_basic_asteroids:6, Сжатый титан
galacticraftplanets:item_basic_asteroids:7, Теплоизолирующая ткань
galacticraftplanets:item_basic_asteroids:8, Лучевое ядро
galacticraftplanets:item_basic_asteroids:9, Титановая пыль
galacticraftplanets:methane_canister_partial:1, Полная канистра метана
galacticraftplanets:canister_partial_lox:1, Полная канистра жидкого кислорода
galacticraftplanets:canister_partial_ln2:1, Полная канистра жидкого азота
galacticraftplanets:atmospheric_valve, Атмосферный клапан
galacticraftplanets:heavy_nose_cone:0, Прочный головной обтекатель
galacticraftplanets:orion_drive, Привод Ориона
galacticraftplanets:titanium_helmet, Титановый шлем
galacticraftplanets:titanium_chestplate, Титановая кираса
galacticraftplanets:titanium_leggings, Титановые поножи
galacticraftplanets:titanium_boots, Титановые ботинки
galacticraftplanets:titanium_axe, Титановый топор
galacticraftplanets:titanium_pickaxe, Титановая кирка
galacticraftplanets:titanium_shovel, Титановая лопата
galacticraftplanets:titanium_hoe, Титановая мотыга
galacticraftplanets:titanium_sword, Титановый меч
galacticraftplanets:strange_seed:0, Странное семя
galacticraftplanets:strange_seed:1, Странное семя
galacticraftplanets:sulphuric_acid, Серная кислота
galacticraftplanets:bucket_sulphuric_acid, Ведро серной кислоты
galacticraftplanets:venus:0, Мягкий Венерианский камень
galacticraftplanets:venus:1, Твердый Венерианский камень
galacticraftplanets:venus:2, Вулканический Венерианский камень
galacticraftplanets:venus:3, Пемза
galacticraftplanets:venus:4, Кирпичи сокровищницы Венеры I
galacticraftplanets:venus:5, Кирпичи сокровищницы Венеры II
galacticraftplanets:venus:6, Алюминивая руда
galacticraftplanets:venus:7, Медная руда
galacticraftplanets:venus:8, Галенитовая руда
galacticraftplanets:venus:9, Кварцевая руда
galacticraftplanets:venus:10, Кремниевая руда
galacticraftplanets:venus:11, Оловянная руда
galacticraftplanets:venus:12, Свинцовый блок
galacticraftplanets:venus:13, Солнечная руда
galacticraftplanets:spout, Серный гейзер
galacticraftplanets:boss_spawner_venus, tile.boss_spawner_venus.name
galacticraftplanets:treasure_t3, Сундук с сокровищами 3-го уровня
galacticraftplanets:web_torch:0, Свисающая паутина
galacticraftplanets:web_torch:1, Свисающая паутина
galacticraftplanets:geothermal_generator, Геотермальный генератор
galacticraftplanets:crashed_probe, Разбившийся зонд
galacticraftplanets:venus_rock_scorched, Обожжённый Венерианский камень
galacticraftplanets:solar_array_module, Модуль солнечной батареи
galacticraftplanets:solar_array_controller, Контроллер солнечной батареи
galacticraftplanets:laser_turret, Лазерная турель
galacticraftplanets:thermal_padding_t2:0, Теплоустойчивый шлем
galacticraftplanets:thermal_padding_t2:1, Теплоустойчивая кираса
galacticraftplanets:thermal_padding_t2:2, Теплоустойчивые поножи
galacticraftplanets:thermal_padding_t2:3, Теплоустойчивые ботинки
galacticraftplanets:basic_item_venus:0, Контроллер щита
galacticraftplanets:basic_item_venus:1, Свинцовый слиток
galacticraftplanets:basic_item_venus:2, Радиоизотопное ядро
galacticraftplanets:basic_item_venus:3, Теплоустойчивая ткань
galacticraftplanets:basic_item_venus:4, Солнечная пыль
galacticraftplanets:basic_item_venus:5, Панель солнечной батареи
galacticraftplanets:basic_item_venus:6, Полупроводниковая пластина солнечной батареи
galacticraftplanets:volcanic_pickaxe, Литая кирка
galacticraftplanets:key_t3:0, Ключ от подземелья 3-го уровня
galacticraftplanets:atomic_battery, Атомная батарея
eplus:advanced_table, Расширенный стол зачарований
eplus:decorative_book:0, Книга Enchanting Plus
eplus:decorative_book:1, Зачарованная книга
eplus:decorative_book:2, Призмариновая книга
eplus:decorative_book:3, Книга нижнего мира
eplus:decorative_book:4, Тартарская книга
eplus:decorative_book:5, Бледная книга
eplus:decorative_book:6, Металлическая книга
eplus:table_upgrade, Стол обновления
enderio:item_enderface, Лицо Эндермена
enderio:item_conduit_facade:0, Фасад для труб
enderio:item_conduit_facade:1, Прочный фасад для труб
enderio:item_conduit_facade:2, Прозрачный фасад для труб
enderio:item_conduit_facade:3, Прозрачный прочный фасад для труб
enderio:item_basic_capacitor:0, Основной конденсатор
enderio:item_basic_capacitor:1, Двухслойный конденсатор
enderio:item_basic_capacitor:2, Восьмислойный конденсатор
enderio:block_alloy:0, Блок наэлектризованной стали
enderio:block_alloy:1, Блок энергетического сплава
enderio:block_alloy:2, Блок вибрирующего сплава
enderio:block_alloy:3, Блок сплава из красного камня
enderio:block_alloy:4, Блок проводящего железа
enderio:block_alloy:5, Блок пульсирующего железа
enderio:block_alloy:6, Блок тёмной стали
enderio:block_alloy:7, Блок соулария
enderio:block_alloy:8, Блок стали Края
enderio:block_alloy:9, Iron Alloy Block
enderio:item_alloy_ingot:0, Слиток наэлектризованной стали
enderio:item_alloy_ingot:1, Слиток энергетического сплава
enderio:item_alloy_ingot:2, Слиток вибрирующего сплава
enderio:item_alloy_ingot:3, Слиток сплава из красного камня
enderio:item_alloy_ingot:4, Слиток проводящего железа
enderio:item_alloy_ingot:5, Слиток пульсирующего железа
enderio:item_alloy_ingot:6, Слиток тёмной стали
enderio:item_alloy_ingot:7, Слиток соулария
enderio:item_alloy_ingot:8, Стальной слиток Края
enderio:item_alloy_ingot:9, Iron Alloy Ingot
enderio:item_alloy_nugget:0, Самородок наэлектризованной стали
enderio:item_alloy_nugget:1, Самородок энергетического сплава
enderio:item_alloy_nugget:2, Самородок вибрирующего сплава
enderio:item_alloy_nugget:3, Самородок сплава из красного камня
enderio:item_alloy_nugget:4, Самородок проводящего железа
enderio:item_alloy_nugget:5, Самородок пульсирующего железа
enderio:item_alloy_nugget:6, Самородок тёмной стали
enderio:item_alloy_nugget:7, Самородок соулария
enderio:item_alloy_nugget:8, Самородок стали Края
enderio:item_alloy_nugget:9, Iron Alloy Nugget
enderio:item_alloy_ball:0, Измельчающий шарик из наэлектризованной стали
enderio:item_alloy_ball:1, Измельчающий шарик из энергетического сплава
enderio:item_alloy_ball:2, Измельчающий шарик из вибрирующего сплава
enderio:item_alloy_ball:3, Измельчающий шарик из сплава из красного камня
enderio:item_alloy_ball:4, Измельчающий шарик из проводящего железа
enderio:item_alloy_ball:5, Измельчающий шарик из пульсирующего железа
enderio:item_alloy_ball:6, Измельчающий шарик из тёмной стали
enderio:item_alloy_ball:7, Измельчающий шарик из соулария
enderio:item_alloy_ball:8, Измельчающий шарик из стали Края
enderio:item_alloy_ball:9, Iron Alloy Grinding Ball
enderio:item_material:0, Простой корпус механизма
enderio:item_material:1, Корпус механизма
enderio:item_material:2, Корпус механизма
enderio:item_material:3, Фотогальваническая пластина
enderio:item_material:4, Связующий элемент труб
enderio:item_material:5, Кремний
enderio:item_material:6, Крыло планера
enderio:item_material:7, Крылья планера
enderio:item_material:8, Питательная палочка
enderio:item_material:9, Деревянная шестерня
enderio:item_material:10, Каменная шестерня
enderio:item_material:11, Железная шестерня
enderio:item_material:12, Энергичная биметаллическая шестерня
enderio:item_material:13, Вибрирующая биметаллическая шестерня
enderio:item_material:14, Пульсирующий кристалл
enderio:item_material:15, Вибрирующий кристалл
enderio:item_material:16, Кристалл Края
enderio:item_material:17, Привлекающий кристалл
enderio:item_material:18, Погодный кристалл
enderio:item_material:19, Древний кристалл
enderio:item_material:20, Зерна бесконечности
enderio:item_material:21, Мука
enderio:item_material:22, Составной связующий элемент
enderio:item_material:23, Угольный порошок
enderio:item_material:24, Железный порошок
enderio:item_material:25, Золотой порошок
enderio:item_material:26, Медный порошок
enderio:item_material:27, Оловянный порошок
enderio:item_material:28, Порошок из жемчуга Края
enderio:item_material:29, Обсидиановый порошок
enderio:item_material:31, Кобальтовый порошок
enderio:item_material:32, Лазуритовый порошок
enderio:item_material:33, Кварцевый порошок
enderio:item_material:34, Зерна предвидения
enderio:item_material:35, Зерна вибрации
enderio:item_material:36, Зерна пьезолити
enderio:item_material:37, Зерна Края
enderio:item_material:38, Фотогальванический композит
enderio:item_material:39, Основа Края
enderio:item_material:40, Зомби-электрод
enderio:item_material:41, Зомби-контроллер
enderio:item_material:42, Зомби Фрэнк
enderio:item_material:43, Резонатор Края
enderio:item_material:44, Разумный Край
enderio:item_material:45, Скелетный подрядчик
enderio:item_material:46, Вырезки и обрезки
enderio:item_material:47, Веточки и обрезки
enderio:item_material:48, Органическая зеленая краска
enderio:item_material:49, Органическая коричневая краска
enderio:item_material:50, Органическая черная краска
enderio:item_material:51, Порошковое покрытие органической машины
enderio:item_material:52, Натуральное порошковое покрытие для души
enderio:item_material:53, Корпус механизма душ
enderio:item_material:54, Улучшенный корпус механизма
enderio:item_material:55, Бездушный корпус механизма
enderio:item_material:56, Страж диод
enderio:item_material:57, Синаловый измельчающий шарик
enderio:item_material:58, Эндериумный измельчающий шарик
enderio:item_material:59, Люмиумный измельчающий шарик
enderio:item_material:60, Редстоун основание фильтра
enderio:item_material:61, Запутывающий порошок
enderio:item_material:62, Фрагмент Края
enderio:item_material:63, Иссушающая пыль
enderio:item_material:64, Удаленное обновление осведомленности
enderio:item_material:65, Узел подключения беспроводной передатчика энергии
enderio:item_material:66, Шасси из стали Края
enderio:item_material:67, Улучшенное машинное покрытие
enderio:item_material:68, Улучшенные детали механизма
enderio:item_material:69, Простые детали механизма
enderio:item_material:70, Основание торта
enderio:item_material:71, Палочка бесконечности
enderio:item_material:72, Глазурованный кирпич пустоты
enderio:item_material:73, Темная биметаллическая шестерня
enderio:item_material:74, Порошок души
enderio:item_material:75, Infinity Reagent
enderio:item_material:76, Clay-Coated Glowstone Dust
enderio:item_material:77, Black Paper
enderio:item_material:78, Animal Token
enderio:item_material:79, Monster Token
enderio:item_material:80, Player Token
enderio:item_material:81, Unfired Death Urn
enderio:item_broken_spawner:0, Сломанный спаунер
enderio:block_infinity_fog:0, Бесконечная пыль
enderio:block_infinity:0, Infinity Dust Block
enderio:block_infinity:1, Compressed Infinity Dust Block
enderio:block_infinity:2, Double Compressed Infinity Dust Block
enderio:block_holy_fog, Glowstone Nano-Particles (old)
enderio:block_holier_fog, Glowstone Nano-Particles
enderio:block_dark_steel_anvil:0, Наковальня из тёмной стали
enderio:block_dark_steel_anvil:1, Немного поврежденная наковальня из тёмной стали
enderio:block_dark_steel_anvil:2, Очень поврежденная наковальня из тёмной стали
enderio:block_dark_paper_anvil:0, Dark Paper Anvil
enderio:block_dark_paper_anvil:1, Slightly Damaged Dark Paper Anvil
enderio:block_dark_paper_anvil:2, Very Damaged Dark Paper Anvil
enderio:block_dark_steel_ladder, Лестница из тёмной стали
enderio:block_dark_iron_bars, Решётка из тёмного железа
enderio:block_dark_steel_trapdoor, Люк из тёмной стали
enderio:block_dark_steel_door, Дверь из тёмной стали
enderio:block_reinforced_obsidian, Укреплённый обсидиан
enderio:block_self_resetting_lever5, Самосбрасывающийся рычаг (5 секунд)
enderio:block_self_resetting_lever10, Самосбрасывающийся рычаг (10 секунд)
enderio:block_self_resetting_lever30, Самосбрасывающийся рычаг (30 секунд)
enderio:block_self_resetting_lever60, Самосбрасывающийся рычаг (1 минута)
enderio:block_self_resetting_lever300, Самосбрасывающийся рычаг (5 минут)
enderio:block_self_resetting_lever5i, Inverted Self-resetting Lever (5 seconds)
enderio:block_self_resetting_lever10i, Inverted Self-resetting Lever (10 seconds)
enderio:block_self_resetting_lever30i, Inverted Self-resetting Lever (30 seconds)
enderio:block_self_resetting_lever60i, Inverted Self-resetting Lever (1 Minute)
enderio:block_self_resetting_lever300i, Inverted Self-resetting Lever (5 Minutes)
enderio:block_decoration1:0, Корпус механизма (декоративный блок)
enderio:block_decoration1:1, Пустой механизм (декоративный блок)
enderio:block_decoration1:2, Верхняя часть механизма (декоративный блок)
enderio:block_decoration1:3, Стороны механизма (декоративный блок)
enderio:block_decoration1:4, Задние части механизма (декоративный блок)
enderio:block_decoration1:5, Механизм со сторонами (декоративный блок)
enderio:block_decoration1:6, Механизм задняя ширина (декоративный блок)
enderio:block_decoration1:7, Пустой механизм души (декоративный блок)
enderio:block_decoration1:8, Верхняя часть механизма души (декоративный блок)
enderio:block_decoration1:9, Стороны механизма души (декоративный блок)
enderio:block_decoration1:10, Задние части механизма души (декоративный блок)
enderio:block_decoration1:11, Механизм души со сторонами (декоративный блок)
enderio:block_decoration1:12, Механизм души задняя ширина (декоративный блок)
enderio:block_decoration1:13, Красный механизм (декоративный блок)
enderio:block_decoration1:14, Сломанный спаунер (декоративный блок)
enderio:block_decoration1:15, Невидимый блок (декоративный блок)
enderio:block_decoration2:0, Завод сплавов (декоративный блок)
enderio:block_decoration2:1, Предметный буфер (декоративный блок)
enderio:block_decoration2:2, Энергобуфер (декоративный блок)
enderio:block_decoration2:3, Универсальный буфер (декоративный блок)
enderio:block_decoration2:4, Творческий буфер (декоративный блок)
enderio:block_decoration2:5, Создатель (декоративный блок)
enderio:block_decoration2:6, Покрасочный механизм (декоративный блок)
enderio:block_decoration2:7, Индикатор мощности (декоративный блок)
enderio:block_decoration2:8, Дробитель (декоративный блок)
enderio:block_decoration2:9, "Отрубатель и сращиватель" (декоративный блок)
enderio:block_decoration2:10, Генератор Стирлинга (декоративный блок)
enderio:block_decoration2:11, Жидкостный резервуар (декоративный блок)
enderio:block_decoration2:12, Жидкостный резервуар под давлением (декоративный блок)
enderio:block_decoration2:13, Якорь путешествия (декоративный блок)
enderio:block_decoration2:14, Вакуумный сундук (декоративный блок)
enderio:block_decoration2:15, Беспроводной зарядник (декоративный блок)
enderio:block_decoration3:0, Вакуумный опыт (декоративный блок)
enderio:block_decoration3:1, Простой завод сплавов (декоративный блок)
enderio:block_decoration3:2, Простой генератор Стирлинга (декоративный блок)
enderio:block_decoration3:3, Проводной зарядник (декоративный блок)
enderio:block_decoration3:4, Простой дробитель (декоративный блок)
enderio:block_industrial_insulation, Промышленная изоляция
enderio:block_end_iron_bars, Решётка из стали Края
enderio:block_confusion_charge, Заряд замешательства
enderio:block_concussion_charge, Сотрясающий заряд
enderio:block_ender_charge, Заряд Края
enderio:block_painted_slab, Покрашенная плита
enderio:block_painted_stone_slab, Покрашенная каменная плита
enderio:block_painted_pressure_plate:1, Деревянная нажимная пластина (тихая)
enderio:block_painted_pressure_plate:3, Каменная нажимнгая пластина (тихая)
enderio:block_painted_pressure_plate:5, Утяжеленная нажимная пластина (тяжелая) (тихая)
enderio:block_painted_pressure_plate:7, Утяжеленная нажимная пластина (легкая) (тихая)
enderio:block_painted_pressure_plate:8, Тёмная нажимная пластина
enderio:block_painted_pressure_plate:9, Тёмная нажимная пластина (тихая)
enderio:block_painted_pressure_plate:10, Нажимная пластина из соулария
enderio:block_painted_pressure_plate:11, Нажимная пластина из соулария (тихая)
enderio:block_painted_pressure_plate:12, Нажимная пластина из соулария (настроена)
enderio:block_painted_pressure_plate:13, Нажимная пластина из соулария (настроена) (тихая)
enderio:block_painted_wooden_door, Покрашенная деревянная дверь
enderio:block_painted_iron_door, Покрашенная железная люк
enderio:block_painted_dark_steel_door, Покрашенная дверь из тёмной стали
enderio:block_exit_rail, Выходная рельса
enderio:item_conduit_probe:0, Зонд для труб
enderio:item_yeta_wrench, Ключ Yeta
enderio:item_xp_transfer:0, Стержень опыта
enderio:item_cold_fire_igniter, Воспламенитель холодного огня
enderio:item_coord_selector, Настройщик координат
enderio:item_location_printout, Распечатка местоположения
enderio:item_travel_staff:0, Посох путешествия
enderio:item_travel_staff:0, Посох путешествия
enderio:item_rod_of_return:0, Палочка возвращения
enderio:item_rod_of_return:0, Палочка возвращения
enderio:item_magnet:0, Электромагнит
enderio:item_magnet:0, Электромагнит
enderio:block_enderman_skull:0, Голова странника Края
enderio:block_enderman_skull:2, Измученная голова странника Края
enderio:item_ender_food:0, "Enderios"
enderio:item_basic_item_filter:0, Основной предметный фильтр
enderio:item_advanced_item_filter:0, Расширенный предметный фильтр
enderio:item_limited_item_filter:0, Ограниченный предметный фильтр
enderio:item_big_item_filter:0, Большой предметный фильтр
enderio:item_big_advanced_item_filter:0, Расширенный большой предметный фильтр
enderio:item_existing_item_filter:0, Существующий предметный фильтр
enderio:item_mod_item_filter:0, Фильтр по предметам модификаций
enderio:item_power_item_filter:0, Фильтр по заряжаемым предметам
enderio:item_soul_filter_normal:0, Soul Item Filter
enderio:item_soul_filter_big:0, Big Soul Item Filter
enderio:item_enchantment_filter_normal:0, Enchantment Item Filter
enderio:item_enchantment_filter_big:0, Big Enchantment Item Filter
enderio:item_fluid_filter:0, Жидкостный фильтр
enderio:item_redstone_not_filter:0, Редстоун NOT фильтр
enderio:item_redstone_or_filter:0, Редстоун OR фильтр
enderio:item_redstone_and_filter:0, Редстоун AND фильтр
enderio:item_redstone_nor_filter:0, Редстоун NOR фильтр
enderio:item_redstone_nand_filter:0, Редстоун NAND фильтр
enderio:item_redstone_xor_filter:0, Редстоун XOR фильтр
enderio:item_redstone_xnor_filter:0, Редстоун XNOR фильтр
enderio:item_redstone_toggle_filter:0, Редстоун фильтр переключения защелки
enderio:item_redstone_counting_filter:0, Редстоун счетный фильтр
enderio:item_redstone_sensor_filter:0, Редстоун сенсорный фильтр
enderio:item_redstone_timer_filter:0, Редстоун таймер фильтр
enderio:block_fused_quartz:0, Расплавленый кварц
enderio:block_fused_quartz:1, Расплавленый кварц
